id,course_id,customer_id,status,created_at,description,amount_paid
101,8,93022,PAID,2023-10-22,,420.0
102,8,82366,FAILED,2023-07-25,,480.0
103,8,43300,FAILED,2023-05-12,,600.0
104,8,75329,NOT_PAID,2023-07-05,,420.0
105,9,1631,PAID,2023-06-28,,1200.0
106,9,80074,FAILED,2023-05-18,,1200.0
107,9,72548,PAID,2023-02-05,,240.0
108,9,48640,PENDING,2023-02-23,,720.0
109,9,93559,PENDING,2023-03-26,,1200.0
110,9,13248,REFUNDED,2023-06-01,,720.0
111,9,59799,REFUNDED,2023-05-23,,1200.0
112,9,90629,PAID,2023-01-31,,0.0
113,9,53461,NOT_PAID,2023-01-26,,1200.0
114,9,90109,PAID,2023-03-29,,0.0
115,9,8680,REFUNDED,2023-11-07,,0.0
116,9,21488,CANCELED,2023-08-21,,1200.0
117,10,97208,PAID,2023-07-17,,40.0
118,10,60274,FAILED,2023-01-01,,200.0
119,10,65671,NOT_PAID,2023-08-26,,40.0
120,10,2587,PAID,2023-07-24,,0.0
121,10,35005,CANCELED,2023-07-31,,140.0
122,10,95727,NOT_PAID,2023-03-22,,200.0
123,10,52666,CANCELED,2023-04-28,,200.0
124,10,18930,NOT_PAID,2023-02-08,,120.0
125,10,34132,PAID,2023-12-10,,40.0
126,10,92218,PAID,2023-08-27,,0.0
127,10,53089,PAID,2023-03-24,,40.0
128,10,75400,REFUNDED,2023-11-21,,120.0
129,10,95803,REFUNDED,2023-05-05,,40.0
130,10,44776,CANCELED,2023-05-18,,120.0
131,10,6178,PAID,2023-08-10,,0.0
132,10,4145,PAID,2023-04-04,,200.0
133,10,33701,REFUNDED,2023-03-12,,0.0
134,10,57009,REFUNDED,2023-01-02,,160.0
135,10,75352,PAID,2023-11-27,,0.0
136,11,91366,PENDING,2023-05-13,,420.0
137,11,59733,PAID,2023-07-31,,0.0
138,11,80432,CANCELED,2023-10-17,,480.0
139,11,78368,CANCELED,2023-12-06,,120.0
140,11,97020,PAID,2023-11-21,,0.0
141,11,3326,PENDING,2023-07-23,,120.0
142,11,11791,NOT_PAID,2023-03-25,,480.0
143,11,59191,PAID,2023-06-17,,600.0
144,12,73446,CANCELED,2023-12-21,,240.0
145,12,59139,PENDING,2023-05-09,,240.0
146,12,36906,PAID,2023-03-07,,0.0
147,12,50223,NOT_PAID,2023-05-13,,240.0
148,12,62839,FAILED,2023-11-15,,840.0
149,12,93616,PAID,2023-08-10,,0.0
150,12,45156,PAID,2023-03-30,,840.0
151,12,37812,REFUNDED,2023-10-16,,840.0
152,13,90850,FAILED,2023-05-24,,600.0
153,13,38570,PENDING,2023-06-19,,600.0
154,13,36887,NOT_PAID,2023-06-06,,120.0
155,13,91669,PAID,2023-12-30,,0.0
156,13,8637,PAID,2023-04-07,,420.0
157,13,2609,PAID,2023-02-27,,120.0
158,13,7447,NOT_PAID,2023-01-19,,0.0
159,13,487,PAID,2023-02-07,,120.0
160,13,8718,PAID,2023-03-09,,600.0
161,13,53169,PAID,2023-03-08,,480.0
162,13,83505,FAILED,2023-04-23,,120.0
163,13,60194,PAID,2023-10-01,,480.0
164,14,69969,REFUNDED,2023-02-16,,560.0
165,14,40631,CANCELED,2023-04-30,,800.0
166,14,98658,PAID,2023-10-02,,560.0
167,14,21432,PAID,2023-08-06,,640.0
168,14,92762,FAILED,2023-03-03,,0.0
169,14,4927,PAID,2023-05-02,,160.0
170,14,46266,PAID,2023-02-03,,560.0
171,14,86164,REFUNDED,2023-04-19,,0.0
172,15,9919,NOT_PAID,2023-09-29,,0.0
173,15,26108,PENDING,2023-12-25,,0.0
174,15,51320,CANCELED,2023-03-26,,1200.0
175,15,2463,CANCELED,2023-05-07,,240.0
176,15,87848,PAID,2023-09-18,,960.0
177,15,99362,PAID,2023-02-28,,0.0
178,15,45904,PENDING,2023-01-23,,720.0
179,15,86023,PENDING,2023-07-13,,240.0
180,15,78321,PENDING,2023-03-03,,0.0
181,15,72965,FAILED,2023-09-25,,720.0
182,15,92360,FAILED,2023-02-09,,240.0
183,15,14101,REFUNDED,2023-08-15,,1200.0
184,15,7091,PAID,2023-01-15,,720.0
185,16,46874,PENDING,2023-08-22,,80.0
186,16,43590,PAID,2023-11-10,,80.0
187,16,63749,CANCELED,2023-11-29,,280.0
188,16,65565,PAID,2023-02-14,,240.0
189,16,7871,PAID,2023-01-28,,400.0
190,16,35570,PENDING,2023-05-30,,320.0
191,16,38553,PENDING,2023-06-02,,400.0
192,17,25273,PAID,2023-11-01,,320.0
193,17,32579,PAID,2023-04-04,,240.0
194,17,18550,REFUNDED,2023-03-02,,240.0
195,17,64194,PENDING,2023-10-12,,0.0
196,17,26533,CANCELED,2023-02-14,,320.0
197,17,77437,NOT_PAID,2023-09-18,,320.0
198,17,8591,PAID,2023-05-29,,400.0
199,17,59587,REFUNDED,2023-11-21,,400.0
200,17,57904,CANCELED,2023-02-20,,320.0
201,17,77775,REFUNDED,2023-12-02,,0.0
202,17,22625,REFUNDED,2023-06-24,,280.0
203,17,49290,CANCELED,2023-07-25,,0.0
204,17,60655,PAID,2023-07-10,,240.0
205,18,8981,PENDING,2023-03-16,,300.0
206,18,84821,PAID,2023-03-18,,210.0
207,18,35020,PENDING,2023-10-13,,300.0
208,18,37504,PAID,2023-04-30,,300.0
209,18,67848,PENDING,2023-06-30,,60.0
210,18,43145,REFUNDED,2023-07-04,,300.0
211,18,19215,PAID,2023-05-02,,210.0
212,18,77037,CANCELED,2023-11-28,,300.0
213,18,379,PENDING,2023-12-28,,60.0
214,18,43677,PENDING,2023-04-23,,300.0
215,18,71365,REFUNDED,2023-10-31,,60.0
216,18,1813,REFUNDED,2023-04-25,,0.0
217,18,60345,NOT_PAID,2023-10-02,,180.0
218,18,97186,FAILED,2023-04-03,,180.0
219,18,4632,PAID,2023-01-14,,60.0
220,18,88417,PAID,2023-01-16,,240.0
221,18,73716,REFUNDED,2023-08-29,,300.0
222,18,10141,NOT_PAID,2023-02-24,,180.0
223,18,85476,NOT_PAID,2023-12-23,,0.0
224,18,87341,FAILED,2023-12-25,,60.0
225,19,28409,PAID,2023-12-14,,540.0
226,19,55796,NOT_PAID,2023-11-10,,720.0
227,19,78176,NOT_PAID,2023-05-20,,0.0
228,19,84101,CANCELED,2023-07-10,,630.0
229,19,86315,PAID,2023-11-09,,720.0
230,19,94072,REFUNDED,2023-12-23,,180.0
231,19,92546,PAID,2023-10-09,,180.0
232,19,37183,PAID,2023-09-20,,630.0
233,19,53846,NOT_PAID,2023-07-04,,0.0
234,19,61798,FAILED,2023-08-17,,900.0
235,19,6169,PAID,2023-03-05,,900.0
236,19,98468,PAID,2023-11-02,,630.0
237,20,69217,REFUNDED,2023-10-28,,420.0
238,20,79658,PAID,2023-05-06,,360.0
239,20,92340,NOT_PAID,2023-12-01,,600.0
240,20,3243,NOT_PAID,2023-05-10,,480.0
241,20,51847,PENDING,2023-08-31,,120.0
242,20,45204,NOT_PAID,2023-09-23,,120.0
243,20,13805,NOT_PAID,2023-01-20,,600.0
244,20,65727,REFUNDED,2023-12-20,,120.0
245,21,64223,PAID,2023-11-04,,80.0
246,21,1099,FAILED,2023-05-01,,400.0
247,21,70937,PAID,2023-12-08,,400.0
248,21,8987,PENDING,2023-03-01,,280.0
249,21,47386,FAILED,2023-08-07,,80.0
250,21,41387,PAID,2023-07-30,,400.0
251,21,67910,PAID,2023-01-03,,320.0
252,21,18178,CANCELED,2023-06-29,,280.0
253,22,26758,PAID,2023-08-22,,210.0
254,22,44379,PENDING,2023-07-08,,300.0
255,22,8311,REFUNDED,2023-02-23,,60.0
256,22,30458,REFUNDED,2023-11-09,,240.0
257,22,32337,PAID,2023-11-20,,0.0
258,22,85565,PAID,2023-06-14,,180.0
259,22,56783,PAID,2023-02-06,,240.0
260,22,39016,REFUNDED,2023-09-21,,300.0
261,22,26116,REFUNDED,2023-08-14,,180.0
262,22,13835,REFUNDED,2023-04-11,,300.0
263,23,66016,PAID,2023-06-09,,140.0
264,23,5896,PAID,2023-10-07,,120.0
265,23,16589,CANCELED,2023-12-18,,120.0
266,23,72450,FAILED,2023-08-24,,0.0
267,23,4738,NOT_PAID,2023-08-22,,40.0
268,23,7809,REFUNDED,2023-08-19,,120.0
269,23,23888,FAILED,2023-05-12,,0.0
270,23,18156,PAID,2023-03-28,,40.0
271,23,25917,CANCELED,2023-08-22,,200.0
272,23,34882,PAID,2023-07-28,,160.0
273,23,90132,FAILED,2023-10-16,,200.0
274,23,48399,REFUNDED,2023-07-12,,200.0
275,23,99123,PAID,2023-06-23,,160.0
276,23,32636,PAID,2023-01-10,,140.0
277,23,16591,PAID,2023-04-12,,200.0
278,23,82112,NOT_PAID,2023-10-15,,140.0
279,23,68999,PAID,2023-04-25,,140.0
280,23,59287,NOT_PAID,2023-09-21,,140.0
281,23,35512,FAILED,2023-09-01,,40.0
282,23,80263,PAID,2023-02-02,,40.0
283,24,10278,FAILED,2023-06-14,,240.0
284,24,3446,PAID,2023-09-14,,0.0
285,24,90892,PENDING,2023-06-07,,280.0
286,24,94330,REFUNDED,2023-03-14,,400.0
287,24,4180,CANCELED,2023-10-14,,400.0
288,24,87221,PAID,2023-11-09,,280.0
289,24,22364,PENDING,2023-04-26,,80.0
290,25,29250,PAID,2023-10-04,,0.0
291,25,87763,PAID,2023-07-04,,600.0
292,25,43748,CANCELED,2023-09-09,,0.0
293,25,91913,FAILED,2023-03-04,,480.0
294,25,33332,PAID,2023-02-21,,120.0
295,25,64232,FAILED,2023-10-31,,600.0
296,25,73997,NOT_PAID,2023-07-27,,360.0
297,25,88424,PENDING,2023-06-18,,600.0
298,25,4895,PAID,2023-11-06,,600.0
299,25,45852,PAID,2023-05-22,,360.0
300,25,71758,REFUNDED,2023-10-12,,420.0
301,25,56477,REFUNDED,2023-06-06,,420.0
302,25,11432,NOT_PAID,2023-04-22,,600.0
303,25,77613,CANCELED,2023-11-08,,600.0
304,25,94497,NOT_PAID,2023-09-22,,420.0
305,25,75033,PAID,2023-10-05,,600.0
306,25,76583,PAID,2023-05-29,,0.0
307,25,88167,PAID,2023-08-01,,420.0
308,25,13287,REFUNDED,2023-03-03,,480.0
309,26,35257,CANCELED,2023-12-28,,600.0
310,26,63061,CANCELED,2023-08-31,,120.0
311,26,36581,REFUNDED,2023-07-29,,0.0
312,26,58494,PAID,2023-11-24,,360.0
313,26,54228,PAID,2023-04-11,,600.0
314,26,57487,PAID,2023-02-12,,0.0
315,26,33357,CANCELED,2023-08-31,,480.0
316,26,77079,REFUNDED,2023-10-19,,0.0
317,26,35600,PENDING,2023-08-16,,360.0
318,26,29807,NOT_PAID,2023-10-29,,120.0
319,26,77962,PAID,2023-09-17,,0.0
320,26,34916,REFUNDED,2023-11-28,,600.0
321,26,59887,CANCELED,2023-05-31,,420.0
322,26,43848,REFUNDED,2023-02-10,,600.0
323,26,4865,CANCELED,2023-04-26,,360.0
324,26,12244,REFUNDED,2023-02-27,,600.0
325,26,78697,PAID,2023-01-01,,0.0
326,26,7106,FAILED,2023-07-31,,420.0
327,26,13564,PAID,2023-10-10,,120.0
328,26,83304,REFUNDED,2023-01-17,,360.0
329,27,85865,CANCELED,2023-12-15,,280.0
330,27,86348,CANCELED,2023-12-07,,0.0
331,27,28102,CANCELED,2023-03-08,,80.0
332,27,88390,PAID,2023-09-18,,0.0
333,27,51755,CANCELED,2023-01-03,,80.0
334,27,98742,PAID,2023-08-19,,280.0
335,27,50016,CANCELED,2023-01-25,,0.0
336,27,44478,CANCELED,2023-05-24,,0.0
337,27,20742,PAID,2023-01-31,,320.0
338,28,28597,CANCELED,2023-09-04,,400.0
339,28,5830,PENDING,2023-02-15,,280.0
340,28,88293,PAID,2023-06-02,,320.0
341,28,10042,CANCELED,2023-07-10,,80.0
342,28,59306,PAID,2023-09-12,,400.0
343,28,92696,PAID,2023-08-12,,280.0
344,28,1042,PAID,2023-08-29,,280.0
345,29,43604,PAID,2023-02-07,,60.0
346,29,88053,CANCELED,2023-07-28,,100.0
347,29,48194,REFUNDED,2023-01-07,,80.0
348,29,11902,PAID,2023-05-22,,100.0
349,29,49302,FAILED,2023-01-02,,100.0
350,29,23046,PENDING,2023-02-16,,60.0
351,29,51667,REFUNDED,2023-04-16,,70.0
352,29,78633,NOT_PAID,2023-10-14,,80.0
353,29,69784,REFUNDED,2023-11-20,,0.0
354,30,42091,PAID,2023-08-17,,0.0
355,30,39393,REFUNDED,2023-02-15,,640.0
356,30,28776,PAID,2023-02-19,,160.0
357,30,14671,REFUNDED,2023-08-03,,160.0
358,30,4175,PAID,2023-03-25,,560.0
359,30,4181,PAID,2023-01-27,,560.0
360,30,97845,PENDING,2023-11-15,,0.0
361,30,10078,FAILED,2023-12-23,,0.0
362,30,49987,PAID,2023-06-18,,0.0
363,30,5811,NOT_PAID,2023-09-01,,480.0
364,31,42527,NOT_PAID,2023-07-02,,640.0
365,31,42779,PENDING,2023-03-21,,480.0
366,31,5811,NOT_PAID,2023-06-16,,480.0
367,31,53655,PAID,2023-11-28,,800.0
368,31,67286,FAILED,2023-06-28,,640.0
369,31,82660,PAID,2023-07-28,,800.0
370,31,41879,REFUNDED,2023-04-26,,560.0
371,31,80529,NOT_PAID,2023-11-17,,800.0
372,31,84006,FAILED,2023-01-13,,800.0
373,31,52753,FAILED,2023-10-29,,0.0
374,31,52507,FAILED,2023-09-03,,160.0
375,31,35465,PAID,2023-10-19,,480.0
376,31,63050,PAID,2023-10-13,,480.0
377,32,84216,FAILED,2023-05-25,,80.0
378,32,76220,PAID,2023-09-02,,400.0
379,32,68787,PAID,2023-11-09,,80.0
380,32,55017,CANCELED,2023-01-12,,80.0
381,32,82432,FAILED,2023-07-02,,0.0
382,32,49094,PAID,2023-02-13,,240.0
383,32,78011,PAID,2023-07-19,,80.0
384,32,10257,PENDING,2023-07-31,,280.0
385,32,63913,PENDING,2023-03-16,,280.0
386,32,67993,PAID,2023-08-07,,0.0
387,32,28530,PAID,2023-09-30,,320.0
388,32,91251,PENDING,2023-12-22,,0.0
389,33,66108,REFUNDED,2023-04-22,,20.0
390,33,51780,FAILED,2023-04-17,,100.0
391,33,25069,REFUNDED,2023-01-26,,20.0
392,33,26592,NOT_PAID,2023-02-19,,100.0
393,33,34580,PAID,2023-05-19,,70.0
394,33,20605,NOT_PAID,2023-09-14,,100.0
395,33,65692,PAID,2023-02-09,,70.0
396,33,51334,PAID,2023-04-09,,20.0
397,33,55405,PENDING,2023-06-02,,20.0
398,33,50259,NOT_PAID,2023-11-10,,100.0
399,33,28424,FAILED,2023-09-24,,100.0
400,33,5352,PENDING,2023-09-30,,100.0
401,33,32581,PENDING,2023-09-24,,20.0
402,34,20948,PAID,2023-10-26,,80.0
403,34,91650,PENDING,2023-09-16,,400.0
404,34,31833,REFUNDED,2023-12-02,,400.0
405,34,91198,CANCELED,2023-12-04,,400.0
406,34,56747,PAID,2023-09-04,,280.0
407,34,57564,PAID,2023-10-25,,280.0
408,34,38738,NOT_PAID,2023-12-21,,280.0
409,34,57377,FAILED,2023-03-30,,280.0
410,34,6563,PAID,2023-02-20,,400.0
411,34,41753,CANCELED,2023-05-12,,0.0
412,34,92019,CANCELED,2023-06-29,,400.0
413,34,50293,FAILED,2023-11-19,,280.0
414,34,22061,PAID,2023-07-30,,280.0
415,34,40902,PAID,2023-05-23,,240.0
416,34,9988,PAID,2023-09-26,,280.0
417,34,62392,PAID,2023-12-02,,320.0
418,34,35394,PENDING,2023-07-31,,240.0
419,34,52344,CANCELED,2023-03-26,,240.0
420,35,39531,PAID,2023-05-26,,1200.0
421,35,81467,PENDING,2023-05-04,,240.0
422,35,59011,FAILED,2023-10-20,,0.0
423,35,31819,PAID,2023-09-26,,1200.0
424,35,856,FAILED,2023-05-04,,0.0
425,35,18627,PENDING,2023-07-31,,960.0
426,35,757,PAID,2023-10-25,,1200.0
427,35,923,FAILED,2023-02-22,,960.0
428,36,44185,PAID,2023-06-13,,0.0
429,36,71999,CANCELED,2023-06-25,,100.0
430,36,22942,CANCELED,2023-10-28,,70.0
431,36,43574,PAID,2023-04-26,,70.0
432,36,62976,PENDING,2023-09-11,,80.0
433,36,67208,PAID,2023-05-04,,0.0
434,36,22454,REFUNDED,2023-11-30,,20.0
435,36,96509,NOT_PAID,2023-09-13,,100.0
436,36,91500,PAID,2023-03-20,,60.0
437,37,41639,PAID,2023-09-19,,320.0
438,37,65117,CANCELED,2023-07-01,,400.0
439,37,12710,PENDING,2023-03-20,,320.0
440,37,64516,CANCELED,2023-05-02,,280.0
441,37,64892,FAILED,2023-11-16,,80.0
442,37,57788,REFUNDED,2023-09-26,,400.0
443,37,18000,NOT_PAID,2023-10-27,,320.0
444,37,25294,REFUNDED,2023-12-17,,400.0
445,37,60994,REFUNDED,2023-08-12,,400.0
446,37,48684,NOT_PAID,2023-12-15,,280.0
447,37,46456,FAILED,2023-06-18,,320.0
448,37,58742,NOT_PAID,2023-06-05,,0.0
449,37,5453,CANCELED,2023-07-13,,240.0
450,38,65309,NOT_PAID,2023-08-14,,200.0
451,38,14004,REFUNDED,2023-06-20,,200.0
452,38,63265,FAILED,2023-08-22,,160.0
453,38,29618,PENDING,2023-05-09,,140.0
454,38,86938,PAID,2023-12-21,,140.0
455,38,78427,PAID,2023-12-02,,0.0
456,38,33906,FAILED,2023-04-19,,200.0
457,39,51329,CANCELED,2023-04-07,,1200.0
458,39,49584,NOT_PAID,2023-01-24,,840.0
459,39,29802,FAILED,2023-10-20,,1200.0
460,39,24098,PAID,2023-03-28,,840.0
461,39,32367,PAID,2023-03-24,,960.0
462,39,76716,PAID,2023-03-24,,0.0
463,39,13622,PAID,2023-05-21,,0.0
464,39,46037,PAID,2023-10-27,,960.0
465,39,46597,NOT_PAID,2023-07-03,,960.0
466,39,3174,PAID,2023-10-20,,840.0
467,39,22846,PAID,2023-03-05,,840.0
468,39,80845,FAILED,2023-06-06,,840.0
469,39,1639,FAILED,2023-06-20,,720.0
470,39,18026,PAID,2023-10-20,,240.0
471,39,64030,PENDING,2023-02-10,,720.0
472,39,24338,NOT_PAID,2023-10-17,,1200.0
473,39,97731,PENDING,2023-12-10,,840.0
474,40,62996,PAID,2023-07-21,,120.0
475,40,91551,PENDING,2023-12-19,,120.0
476,40,27103,REFUNDED,2023-04-05,,600.0
477,40,68840,NOT_PAID,2023-04-26,,480.0
478,40,92453,FAILED,2023-05-19,,0.0
479,40,98959,CANCELED,2023-08-12,,600.0
480,40,75413,CANCELED,2023-10-09,,480.0
481,40,9529,PENDING,2023-06-27,,0.0
482,40,49826,PAID,2023-12-25,,420.0
483,40,46641,PAID,2023-01-25,,0.0
484,40,47019,CANCELED,2023-02-22,,600.0
485,40,38394,CANCELED,2023-05-19,,0.0
486,40,50359,REFUNDED,2023-02-02,,420.0
487,40,98956,PENDING,2023-03-14,,0.0
488,40,27812,FAILED,2023-09-08,,0.0
489,40,46363,NOT_PAID,2023-07-05,,120.0
490,40,8387,NOT_PAID,2023-09-23,,600.0
491,40,43340,PAID,2023-10-25,,120.0
492,40,59621,PAID,2023-09-07,,480.0
493,41,49653,PENDING,2023-06-05,,300.0
494,41,96152,PAID,2023-05-31,,210.0
495,41,17322,PAID,2023-06-08,,210.0
496,41,50306,FAILED,2023-10-11,,210.0
497,41,90596,PENDING,2023-06-23,,210.0
498,41,48974,PAID,2023-09-22,,180.0
499,41,91459,PENDING,2023-05-17,,300.0
500,41,81522,PAID,2023-04-22,,300.0
501,41,270,NOT_PAID,2023-07-12,,300.0
502,41,48271,PAID,2023-02-05,,0.0
503,41,67348,PENDING,2023-08-18,,300.0
504,41,95982,NOT_PAID,2023-06-24,,0.0
505,41,21011,PAID,2023-08-21,,210.0
506,41,45409,FAILED,2023-05-17,,210.0
507,41,9250,PAID,2023-07-17,,0.0
508,41,58045,PENDING,2023-04-06,,210.0
509,41,68133,PAID,2023-08-26,,0.0
510,41,60305,PENDING,2023-07-04,,240.0
511,41,29882,PAID,2023-01-03,,60.0
512,41,35373,PAID,2023-12-25,,180.0
513,42,34588,CANCELED,2023-03-20,,40.0
514,42,62899,PENDING,2023-11-16,,140.0
515,42,51057,CANCELED,2023-11-13,,160.0
516,42,90109,CANCELED,2023-06-28,,0.0
517,42,71112,PAID,2023-10-11,,160.0
518,42,22457,PAID,2023-11-09,,40.0
519,42,82455,PAID,2023-09-01,,160.0
520,42,51983,NOT_PAID,2023-04-20,,140.0
521,42,75139,REFUNDED,2023-10-24,,140.0
522,42,74969,PAID,2023-07-16,,200.0
523,42,60180,FAILED,2023-09-04,,200.0
524,42,85977,CANCELED,2023-08-15,,0.0
525,42,78788,FAILED,2023-11-10,,200.0
526,42,89978,CANCELED,2023-05-21,,200.0
527,42,5407,REFUNDED,2023-06-06,,160.0
528,42,95496,PAID,2023-05-06,,40.0
529,42,7057,PAID,2023-03-20,,160.0
530,42,18974,PAID,2023-07-01,,40.0
531,42,36155,PAID,2023-11-24,,120.0
532,42,58299,FAILED,2023-08-06,,200.0
533,43,8663,NOT_PAID,2023-09-05,,40.0
534,43,53847,PAID,2023-07-22,,120.0
535,43,72903,FAILED,2023-10-25,,200.0
536,43,78753,CANCELED,2023-10-21,,200.0
537,43,71410,PAID,2023-01-06,,200.0
538,43,20595,NOT_PAID,2023-09-07,,200.0
539,43,58060,FAILED,2023-07-24,,160.0
540,43,26196,PAID,2023-05-24,,0.0
541,43,76631,CANCELED,2023-04-04,,40.0
542,44,18552,REFUNDED,2023-11-16,,20.0
543,44,81177,PAID,2023-09-19,,60.0
544,44,57074,PAID,2023-07-06,,80.0
545,44,72986,PAID,2023-03-10,,20.0
546,44,67064,FAILED,2023-05-17,,70.0
547,44,51833,REFUNDED,2023-12-14,,20.0
548,44,45690,PENDING,2023-07-25,,70.0
549,44,65783,FAILED,2023-07-17,,80.0
550,44,7016,PAID,2023-03-30,,100.0
551,44,59920,FAILED,2023-11-22,,20.0
552,44,29432,FAILED,2023-05-08,,60.0
553,44,92300,PAID,2023-04-12,,0.0
554,44,84536,CANCELED,2023-05-29,,100.0
555,44,40824,CANCELED,2023-07-14,,60.0
556,44,5169,NOT_PAID,2023-07-30,,20.0
557,44,4255,PAID,2023-08-14,,80.0
558,44,80073,REFUNDED,2023-03-25,,80.0
559,44,34879,CANCELED,2023-01-07,,80.0
560,44,93651,PAID,2023-11-08,,60.0
561,44,90396,PENDING,2023-01-09,,100.0
562,45,96098,PAID,2023-11-07,,360.0
563,45,82321,NOT_PAID,2023-08-01,,600.0
564,45,52960,PAID,2023-01-24,,420.0
565,45,60952,CANCELED,2023-05-23,,0.0
566,45,15401,CANCELED,2023-12-26,,600.0
567,45,39830,PAID,2023-05-27,,120.0
568,45,44542,REFUNDED,2023-10-07,,120.0
569,45,38945,FAILED,2023-03-11,,420.0
570,45,82954,CANCELED,2023-03-09,,600.0
571,45,34351,FAILED,2023-07-26,,480.0
572,45,2689,PENDING,2023-10-29,,360.0
